Invoice_ID,Branch,City,Customer_type,Gender,Product_line,Unit_price,Quantity,Tax_5,Total,Date,Time,Payment,cogs,gross_margin_percentage,gross_income,Rating,time_of_day,day_name,month_name
303-96-2227,B,Mandalay,Normal,Female,Home and lifestyle,97.37999725,10,48.68999863,1022.48999,3/2/2019,16:00.0,Ewallet,973.7999878,4.761904716,48.68999863,4.400000095,Evening,Saturday,March
305-03-2383,A,Yangon,Normal,Female,Food and beverages,67.09999847,3,10.06499958,211.3650055,2/15/2019,36:00.0,Cash,201.3000031,4.761904716,10.06499958,7.5,Morning,Friday,February
305-14-0245,B,Mandalay,Member,Female,Home and lifestyle,94.48999786,8,37.79600143,793.7160034,3/3/2019,00:00.0,Ewallet,755.9199829,4.761904716,37.79600143,7.5,Evening,Sunday,March
305-18-3552,B,Mandalay,Member,Male,Home and lifestyle,60.38000107,10,30.19000053,633.9899902,2/12/2019,19:00.0,Cash,603.7999878,4.761904716,30.19000053,6,Evening,Tuesday,February
305-89-2768,B,Mandalay,Member,Female,Home and lifestyle,21.89999962,3,3.285000086,68.98500061,1/9/2019,43:00.0,Ewallet,65.69999695,4.761904716,3.285000086,4.699999809,Evening,Wednesday,January
307-04-2070,A,Yangon,Member,Female,Fashion accessories,30.62000084,1,1.531000018,32.15100098,2/5/2019,14:00.0,Credit card,30.62000084,4.761904716,1.531000018,4.099999905,Afternoon,Tuesday,February
307-83-9164,A,Yangon,Member,Male,Home and lifestyle,60.00999832,4,12.00199986,252.0420074,1/25/2019,54:00.0,Cash,240.0399933,4.761904716,12.00199986,4.5,Afternoon,Friday,January
307-85-2293,B,Mandalay,Normal,Male,Home and lifestyle,50.27999878,5,12.56999969,263.9700012,3/7/2019,58:00.0,Ewallet,251.3999939,4.761904716,12.56999969,9.699999809,Afternoon,Thursday,March
308-39-1707,A,Yangon,Normal,Female,Fashion accessories,12.09000015,1,0.604499996,12.69449997,1/26/2019,19:00.0,Credit card,12.09000015,4.761904716,0.604499996,8.199999809,Evening,Saturday,January
308-47-4913,A,Yangon,Member,Female,Sports and travel,52.25999832,10,26.12999916,548.7299805,3/9/2019,45:00.0,Credit card,522.5999756,4.761904716,26.12999916,6.199999809,Afternoon,Saturday,March
308-81-0538,A,Yangon,Normal,Female,Fashion accessories,73.05000305,4,14.60999966,306.8099976,2/25/2019,16:00.0,Credit card,292.2000122,4.761904716,14.60999966,4.900000095,Evening,Monday,February
311-13-6971,B,Mandalay,Member,Male,Sports and travel,31.98999977,10,15.99499989,335.894989,2/20/2019,18:00.0,Credit card,319.8999939,4.761904716,15.99499989,9.899999619,Afternoon,Wednesday,February
313-66-9943,B,Mandalay,Member,Female,Food and beverages,29.14999962,3,4.372499943,91.82250214,3/27/2019,29:00.0,Credit card,87.44999695,4.761904716,4.372499943,7.300000191,Evening,Wednesday,March
314-23-4520,C,Naypyitaw,Member,Male,Health and beauty,81.23000336,7,28.43050003,597.0405273,1/15/2019,44:00.0,Cash,568.6099854,4.761904716,28.43050003,9,Evening,Tuesday,January
315-22-5665,C,Naypyitaw,Normal,Female,Home and lifestyle,73.55999756,10,36.77999878,772.3800049,2/24/2019,38:00.0,Ewallet,735.5999756,4.761904716,36.77999878,8,Morning,Sunday,February
316-01-3952,A,Yangon,Normal,Female,Food and beverages,54.27000046,5,13.56750011,284.917511,3/13/2019,16:00.0,Ewallet,271.3500061,4.761904716,13.56750011,4.599999905,Afternoon,Wednesday,March
316-55-4634,B,Mandalay,Member,Male,Food and beverages,80.05000305,5,20.01250076,420.2625122,1/26/2019,45:00.0,Credit card,400.25,4.761904716,20.01250076,9.399999619,Afternoon,Saturday,January
316-66-3011,A,Yangon,Member,Female,Food and beverages,47.63000107,9,21.43350029,450.1034851,1/23/2019,35:00.0,Cash,428.6700134,4.761904716,21.43350029,5,Afternoon,Wednesday,January
316-68-6352,A,Yangon,Member,Female,Food and beverages,36.36000061,2,3.635999918,76.35600281,1/21/2019,00:00.0,Cash,72.72000122,4.761904716,3.635999918,7.099999905,Morning,Monday,January
318-12-0304,A,Yangon,Normal,Male,Fashion accessories,30.61000061,1,1.530500054,32.14049911,1/23/2019,20:00.0,Ewallet,30.61000061,4.761904716,1.530500054,5.199999809,Afternoon,Wednesday,January
318-68-5053,B,Mandalay,Normal,Female,Health and beauty,76.98999786,6,23.09700012,485.0369873,2/27/2019,55:00.0,Cash,461.9400024,4.761904716,23.09700012,6.099999905,Evening,Wednesday,February
318-81-2368,C,Naypyitaw,Normal,Female,Electronic accessories,46.20000076,1,2.309999943,48.50999832,3/19/2019,16:00.0,Cash,46.20000076,4.761904716,2.309999943,6.300000191,Afternoon,Tuesday,March
319-50-3348,B,Mandalay,Normal,Female,Home and lifestyle,40.29999924,2,4.03000021,84.62999725,3/11/2019,30:00.0,Ewallet,80.59999847,4.761904716,4.03000021,4.400000095,Afternoon,Monday,March
319-74-2561,A,Yangon,Member,Female,Electronic accessories,94.63999939,3,14.1960001,298.1159973,2/21/2019,55:00.0,Cash,283.9200134,4.761904716,14.1960001,5.5,Evening,Thursday,February
320-32-8842,C,Naypyitaw,Member,Female,Food and beverages,22.62000084,1,1.131000042,23.75099945,3/17/2019,58:00.0,Cash,22.62000084,4.761904716,1.131000042,6.400000095,Evening,Sunday,March
320-49-6392,C,Naypyitaw,Normal,Female,Electronic accessories,30.23999977,1,1.511999965,31.75200081,3/4/2019,44:00.0,Cash,30.23999977,4.761904716,1.511999965,8.399999619,Afternoon,Monday,March
320-85-2052,B,Mandalay,Normal,Female,Sports and travel,34.81000137,1,1.740499973,36.55049896,1/14/2019,11:00.0,Credit card,34.81000137,4.761904716,1.740499973,7,Morning,Monday,January
321-49-7382,B,Mandalay,Member,Male,Sports and travel,88.30999756,1,4.415500164,92.72550201,2/15/2019,38:00.0,Credit card,88.30999756,4.761904716,4.415500164,5.199999809,Evening,Friday,February
322-02-2271,B,Mandalay,Normal,Female,Sports and travel,42.97000122,3,6.445499897,135.3554993,2/3/2019,46:00.0,Cash,128.9100037,4.761904716,6.445499897,9.300000191,Morning,Sunday,February
324-41-6833,C,Naypyitaw,Member,Female,Electronic accessories,30.20000076,8,12.07999992,253.6799927,3/3/2019,30:00.0,Ewallet,241.6000061,4.761904716,12.07999992,5.099999905,Evening,Sunday,March
324-92-3863,A,Yangon,Member,Male,Electronic accessories,20.88999939,2,2.088999987,43.86899948,2/5/2019,45:00.0,Cash,41.77999878,4.761904716,2.088999987,9.800000191,Evening,Tuesday,February
325-77-6186,A,Yangon,Member,Female,Home and lifestyle,90.65000153,10,45.32500076,951.8250122,3/8/2019,53:00.0,Ewallet,906.5,4.761904716,45.32500076,7.300000191,Morning,Friday,March
325-89-4209,A,Yangon,Member,Male,Food and beverages,87.90000153,1,4.394999981,92.29499817,2/5/2019,42:00.0,Ewallet,87.90000153,4.761904716,4.394999981,6.699999809,Evening,Tuesday,February
325-90-8763,C,Naypyitaw,Member,Female,Electronic accessories,46.56999969,10,23.28499985,488.9849854,1/27/2019,58:00.0,Cash,465.7000122,4.761904716,23.28499985,7.599999905,Afternoon,Sunday,January
326-71-2155,C,Naypyitaw,Normal,Female,Sports and travel,73.94999695,4,14.78999996,310.5899963,2/3/2019,02:00.0,Cash,295.7999878,4.761904716,14.78999996,6.099999905,Morning,Sunday,February
326-78-5178,C,Naypyitaw,Member,Male,Food and beverages,91.40000153,7,31.98999977,671.789978,2/3/2019,19:00.0,Cash,639.7999878,4.761904716,31.98999977,9.5,Morning,Sunday,February
327-40-9673,B,Mandalay,Member,Male,Sports and travel,72.59999847,6,21.78000069,457.3800049,1/13/2019,51:00.0,Cash,435.6000061,4.761904716,21.78000069,6.900000095,Evening,Sunday,January
329-62-1586,A,Yangon,Normal,Male,Food and beverages,54.66999817,3,8.200499535,172.210495,1/21/2019,00:00.0,Credit card,164.0099945,4.761904716,8.200499535,8.600000381,Evening,Monday,January
333-23-2632,A,Yangon,Member,Male,Health and beauty,10.07999992,7,3.528000116,74.08799744,3/28/2019,14:00.0,Cash,70.55999756,4.761904716,3.528000116,4.199999809,Evening,Thursday,March
333-73-7901,C,Naypyitaw,Normal,Female,Health and beauty,54.91999817,8,21.96800041,461.3280029,3/23/2019,24:00.0,Ewallet,439.3599854,4.761904716,21.96800041,7.599999905,Afternoon,Saturday,March
334-64-2006,A,Yangon,Member,Female,Home and lifestyle,70.31999969,2,7.032000065,147.6719971,3/24/2019,22:00.0,Ewallet,140.6399994,4.761904716,7.032000065,9.600000381,Afternoon,Sunday,March
336-78-2147,C,Naypyitaw,Member,Male,Home and lifestyle,63.90999985,8,25.56399918,536.8439941,3/13/2019,52:00.0,Credit card,511.2799988,4.761904716,25.56399918,4.599999905,Evening,Wednesday,March
338-65-2210,C,Naypyitaw,Member,Female,Health and beauty,68.59999847,10,34.29999924,720.2999878,2/5/2019,57:00.0,Cash,686,4.761904716,34.29999924,9.100000381,Evening,Tuesday,February
339-12-4827,B,Mandalay,Member,Female,Fashion accessories,73.95999908,1,3.697999954,77.65799713,1/5/2019,32:00.0,Credit card,73.95999908,4.761904716,3.697999954,5,Morning,Saturday,January
339-18-7061,C,Naypyitaw,Member,Female,Fashion accessories,92.98000336,2,9.298000336,195.2579956,2/13/2019,06:00.0,Credit card,185.9600067,4.761904716,9.298000336,8,Afternoon,Wednesday,February
339-38-9982,B,Mandalay,Member,Male,Fashion accessories,59.86000061,2,5.986000061,125.7060013,1/13/2019,55:00.0,Ewallet,119.7200012,4.761904716,5.986000061,6.699999809,Afternoon,Sunday,January
339-96-8318,B,Mandalay,Member,Male,Fashion accessories,81.30999756,7,28.45849991,597.628479,3/1/2019,49:00.0,Ewallet,569.1699829,4.761904716,28.45849991,6.300000191,Evening,Friday,March
340-21-9136,A,Yangon,Member,Female,Sports and travel,40.04999924,4,8.010000229,168.2100067,1/25/2019,40:00.0,Cash,160.1999969,4.761904716,8.010000229,9.699999809,Morning,Friday,January
340-66-0321,A,Yangon,Member,Male,Electronic accessories,36.36000061,4,7.271999836,152.7120056,3/25/2019,07:00.0,Cash,145.4400024,4.761904716,7.271999836,7.599999905,Afternoon,Monday,March
342-65-4817,C,Naypyitaw,Member,Male,Health and beauty,86.80000305,3,13.02000046,273.4200134,1/28/2019,47:00.0,Ewallet,260.3999939,4.761904716,13.02000046,9.899999619,Evening,Monday,January
343-61-3544,B,Mandalay,Member,Male,Sports and travel,26.67000008,10,13.33500004,280.0350037,1/29/2019,48:00.0,Cash,266.7000122,4.761904716,13.33500004,8.600000381,Morning,Tuesday,January
343-75-9322,B,Mandalay,Member,Female,Sports and travel,11.85000038,8,4.739999771,99.54000092,1/9/2019,34:00.0,Cash,94.80000305,4.761904716,4.739999771,4.099999905,Evening,Wednesday,January
343-87-0864,C,Naypyitaw,Member,Male,Health and beauty,75.87999725,1,3.79399991,79.6740036,1/3/2019,30:00.0,Credit card,75.87999725,4.761904716,3.79399991,7.099999905,Morning,Thursday,January
345-08-4992,A,Yangon,Normal,Male,Home and lifestyle,33.99000168,6,10.19699955,214.1369934,3/8/2019,37:00.0,Credit card,203.9400024,4.761904716,10.19699955,7.699999809,Afternoon,Friday,March
345-68-9016,C,Naypyitaw,Member,Female,Sports and travel,31.67000008,8,12.66800022,266.0280151,1/2/2019,19:00.0,Credit card,253.3600006,4.761904716,12.66800022,5.599999905,Evening,Wednesday,January
346-12-3257,B,Mandalay,Member,Male,Electronic accessories,19.23999977,9,8.657999992,181.8179932,3/4/2019,28:00.0,Cash,173.1600037,4.761904716,8.657999992,8,Evening,Monday,March
346-84-3103,B,Mandalay,Member,Female,Electronic accessories,13.22000027,5,3.305000067,69.40499878,3/2/2019,26:00.0,Cash,66.09999847,4.761904716,3.305000067,4.300000191,Evening,Saturday,March
347-34-2234,B,Mandalay,Member,Female,Sports and travel,55.06999969,9,24.78149986,520.411499,2/3/2019,40:00.0,Ewallet,495.6300049,4.761904716,24.78149986,10,Afternoon,Sunday,February
347-56-2442,A,Yangon,Normal,Male,Home and lifestyle,65.81999969,1,3.290999889,69.11100006,2/22/2019,33:00.0,Cash,65.81999969,4.761904716,3.290999889,4.099999905,Afternoon,Friday,February
347-72-6115,B,Mandalay,Member,Female,Sports and travel,90.73999786,7,31.75900078,666.9390259,1/16/2019,03:00.0,Credit card,635.1799927,4.761904716,31.75900078,6.199999809,Evening,Wednesday,January
349-97-8902,B,Mandalay,Member,Male,Food and beverages,57.88999939,2,5.789000034,121.5690002,1/17/2019,37:00.0,Ewallet,115.7799988,4.761904716,5.789000034,8.899999619,Morning,Thursday,January
351-62-0822,B,Mandalay,Member,Female,Fashion accessories,14.47999954,4,2.895999908,60.81600189,2/6/2019,07:00.0,Ewallet,57.91999817,4.761904716,2.895999908,4.5,Evening,Wednesday,February
354-25-5821,B,Mandalay,Member,Female,Sports and travel,69.12000275,6,20.73600006,435.4559937,2/8/2019,03:00.0,Cash,414.7200012,4.761904716,20.73600006,5.599999905,Afternoon,Friday,February
354-39-5160,A,Yangon,Member,Female,Home and lifestyle,34.41999817,6,10.32600021,216.845993,2/18/2019,39:00.0,Cash,206.5200043,4.761904716,10.32600021,9.800000191,Afternoon,Monday,February
355-34-6244,B,Mandalay,Normal,Male,Food and beverages,72.38999939,2,7.238999844,152.0189972,1/13/2019,55:00.0,Credit card,144.7799988,4.761904716,7.238999844,8.100000381,Evening,Sunday,January
355-53-5943,A,Yangon,Member,Female,Electronic accessories,68.83999634,6,20.65200043,433.6919861,2/25/2019,36:00.0,Ewallet,413.0400085,4.761904716,20.65200043,5.800000191,Afternoon,Monday,February
356-44-8813,B,Mandalay,Normal,Male,Home and lifestyle,37.47999954,3,5.622000217,118.0619965,1/20/2019,45:00.0,Credit card,112.4400024,4.761904716,5.622000217,7.699999809,Afternoon,Sunday,January
358-88-9262,C,Naypyitaw,Member,Female,Food and beverages,87.48000336,6,26.24399948,551.1240234,2/1/2019,43:00.0,Ewallet,524.8800049,4.761904716,26.24399948,5.099999905,Evening,Friday,February
359-90-3665,B,Mandalay,Member,Female,Fashion accessories,18.07999992,4,3.615999937,75.93599701,1/14/2019,03:00.0,Credit card,72.31999969,4.761904716,3.615999937,9.5,Evening,Monday,January
359-94-5395,B,Mandalay,Normal,Male,Health and beauty,92.77999878,1,4.638999939,97.41899872,3/15/2019,50:00.0,Credit card,92.77999878,4.761904716,4.638999939,9.800000191,Morning,Friday,March
360-39-5055,C,Naypyitaw,Member,Male,Sports and travel,48.90999985,5,12.22749996,256.7774963,3/9/2019,17:00.0,Cash,244.5500031,4.761904716,12.22749996,6.599999905,Morning,Saturday,March
361-59-0574,B,Mandalay,Member,Male,Sports and travel,90.52999878,8,36.2120018,760.4520264,3/15/2019,48:00.0,Credit card,724.2399902,4.761904716,36.2120018,6.5,Afternoon,Friday,March
361-85-2571,A,Yangon,Normal,Female,Sports and travel,89.48000336,5,22.37000084,469.769989,3/30/2019,18:00.0,Cash,447.3999939,4.761904716,22.37000084,7.400000095,Morning,Saturday,March
362-58-8315,C,Naypyitaw,Normal,Male,Fashion accessories,76.51999664,5,19.12999916,401.730011,3/25/2019,23:00.0,Cash,382.6000061,4.761904716,19.12999916,9.899999619,Morning,Monday,March
364-33-8584,B,Mandalay,Member,Female,Food and beverages,17.62999916,5,4.40749979,92.55750275,3/8/2019,27:00.0,Cash,88.15000153,4.761904716,4.40749979,8.5,Afternoon,Friday,March
364-34-2972,C,Naypyitaw,Member,Male,Electronic accessories,96.81999969,3,14.52299976,304.9830017,3/30/2019,37:00.0,Cash,290.4599915,4.761904716,14.52299976,6.699999809,Evening,Saturday,March
365-16-4334,B,Mandalay,Normal,Female,Food and beverages,26.43000031,8,10.57199955,222.0119934,2/24/2019,26:00.0,Ewallet,211.4400024,4.761904716,10.57199955,8.899999619,Afternoon,Sunday,February
365-64-0515,A,Yangon,Normal,Female,Electronic accessories,46.95000076,5,11.73750019,246.4875031,2/12/2019,25:00.0,Ewallet,234.75,4.761904716,11.73750019,7.099999905,Morning,Tuesday,February
366-43-6862,B,Mandalay,Normal,Male,Electronic accessories,52.88999939,4,10.57800007,222.1380005,3/25/2019,32:00.0,Ewallet,211.5599976,4.761904716,10.57800007,6.699999809,Evening,Monday,March
366-93-0948,A,Yangon,Member,Male,Electronic accessories,66.34999847,1,3.317500114,69.66750336,1/31/2019,46:00.0,Credit card,66.34999847,4.761904716,3.317500114,9.699999809,Morning,Thursday,January
369-82-2676,B,Mandalay,Normal,Male,Electronic accessories,75.66000366,5,18.91500092,397.2149963,1/15/2019,22:00.0,Ewallet,378.2999878,4.761904716,18.91500092,7.800000191,Evening,Tuesday,January
370-41-7321,B,Mandalay,Member,Male,Health and beauty,56.68999863,9,25.51049995,535.72052,2/27/2019,24:00.0,Credit card,510.2099915,4.761904716,25.51049995,8.399999619,Evening,Wednesday,February
370-96-0655,C,Naypyitaw,Normal,Female,Fashion accessories,49.31999969,6,14.79599953,310.7160034,1/9/2019,46:00.0,Ewallet,295.9200134,4.761904716,14.79599953,7.099999905,Afternoon,Wednesday,January
371-85-5789,B,Mandalay,Normal,Male,Health and beauty,87.98000336,3,13.19699955,277.1369934,3/5/2019,40:00.0,Ewallet,263.9400024,4.761904716,13.19699955,5.099999905,Morning,Tuesday,March
372-26-1506,C,Naypyitaw,Normal,Female,Fashion accessories,23.81999969,5,5.954999924,125.0550003,1/28/2019,24:00.0,Ewallet,119.0999985,4.761904716,5.954999924,5.400000095,Evening,Monday,January
372-62-5264,C,Naypyitaw,Normal,Female,Food and beverages,52.59999847,9,23.67000008,497.0700073,1/16/2019,42:00.0,Cash,473.3999939,4.761904716,23.67000008,7.599999905,Afternoon,Wednesday,January
372-94-8041,A,Yangon,Normal,Male,Health and beauty,15.26000023,6,4.578000069,96.13800049,2/15/2019,03:00.0,Ewallet,91.55999756,4.761904716,4.578000069,9.800000191,Evening,Friday,February
373-09-4567,C,Naypyitaw,Normal,Male,Food and beverages,77.55999756,10,38.77999878,814.3800049,3/14/2019,35:00.0,Ewallet,775.5999756,4.761904716,38.77999878,6.900000095,Evening,Thursday,March
373-14-0504,A,Yangon,Member,Female,Sports and travel,71.62999725,2,7.163000107,150.4230042,2/12/2019,33:00.0,Ewallet,143.2599945,4.761904716,7.163000107,8.800000191,Afternoon,Tuesday,February
373-73-7910,A,Yangon,Normal,Male,Sports and travel,86.30999756,7,30.20849991,634.378479,2/8/2019,37:00.0,Ewallet,604.1699829,4.761904716,30.20849991,5.300000191,Morning,Friday,February
373-88-1424,C,Naypyitaw,Member,Male,Home and lifestyle,35.81000137,5,8.952500343,188.0025024,2/6/2019,44:00.0,Ewallet,179.0500031,4.761904716,8.952500343,7.900000095,Evening,Wednesday,February
374-17-3652,B,Mandalay,Member,Female,Food and beverages,42.81999969,9,19.2689991,404.6489868,2/5/2019,26:00.0,Credit card,385.3800049,4.761904716,19.2689991,8.899999619,Afternoon,Tuesday,February
374-38-5555,B,Mandalay,Normal,Female,Fashion accessories,63.70999908,5,15.92749977,334.4775085,2/7/2019,30:00.0,Ewallet,318.5499878,4.761904716,15.92749977,8.5,Evening,Thursday,February
375-72-3056,B,Mandalay,Normal,Male,Sports and travel,63.06000137,3,9.458999634,198.6390076,1/19/2019,58:00.0,Ewallet,189.1799927,4.761904716,9.458999634,7,Afternoon,Saturday,January
376-02-8238,B,Mandalay,Normal,Male,Home and lifestyle,93.87000275,8,37.54800034,788.5079956,2/2/2019,42:00.0,Credit card,750.960022,4.761904716,37.54800034,8.300000191,Evening,Saturday,February
376-56-3573,C,Naypyitaw,Normal,Female,Fashion accessories,95.41999817,4,19.08399963,400.7640076,2/2/2019,23:00.0,Ewallet,381.6799927,4.761904716,19.08399963,6.400000095,Afternoon,Saturday,February
377-79-7592,C,Naypyitaw,Member,Female,Electronic accessories,44.84000015,9,20.1779995,423.7380066,1/14/2019,00:00.0,Credit card,403.5599976,4.761904716,20.1779995,7.5,Afternoon,Monday,January
378-07-7001,B,Mandalay,Member,Male,Electronic accessories,48.09000015,3,7.213500023,151.4835052,2/10/2019,23:00.0,Credit card,144.2700043,4.761904716,7.213500023,7.800000191,Evening,Sunday,February
378-24-2715,B,Mandalay,Normal,Male,Home and lifestyle,53.43999863,2,5.343999863,112.223999,1/20/2019,38:00.0,Ewallet,106.8799973,4.761904716,5.343999863,4.099999905,Evening,Sunday,January
379-17-6588,C,Naypyitaw,Normal,Male,Fashion accessories,59.61000061,10,29.80500031,625.9050293,3/14/2019,07:00.0,Cash,596.0999756,4.761904716,29.80500031,5.300000191,Morning,Thursday,March
380-60-5336,A,Yangon,Normal,Female,Electronic accessories,40.25999832,10,20.12999916,422.730011,2/24/2019,06:00.0,Credit card,402.6000061,4.761904716,20.12999916,5,Evening,Sunday,February
380-94-4661,C,Naypyitaw,Member,Male,Electronic accessories,65.94000244,4,13.18799973,276.947998,2/7/2019,05:00.0,Credit card,263.7600098,4.761904716,13.18799973,6.900000095,Afternoon,Thursday,February
381-20-0914,A,Yangon,Member,Female,Fashion accessories,20.01000023,9,9.004500389,189.0944977,1/12/2019,48:00.0,Credit card,180.0899963,4.761904716,9.004500389,5.699999809,Afternoon,Saturday,January
382-03-4532,A,Yangon,Member,Female,Health and beauty,18.32999992,1,0.916499972,19.24650002,2/2/2019,50:00.0,Cash,18.32999992,4.761904716,0.916499972,4.300000191,Evening,Saturday,February
382-25-8917,C,Naypyitaw,Normal,Male,Fashion accessories,42.08000183,6,12.6239996,265.1040039,1/29/2019,25:00.0,Cash,252.4799957,4.761904716,12.6239996,8.899999619,Afternoon,Tuesday,January
384-59-6655,A,Yangon,Member,Female,Food and beverages,98.66000366,9,44.39699936,932.3369751,2/19/2019,07:00.0,Cash,887.9400024,4.761904716,44.39699936,8.399999619,Afternoon,Tuesday,February
386-27-7606,C,Naypyitaw,Member,Female,Home and lifestyle,81.19999695,7,28.42000008,596.8200073,3/23/2019,59:00.0,Credit card,568.4000244,4.761904716,28.42000008,8.100000381,Afternoon,Saturday,March
387-49-4215,B,Mandalay,Member,Female,Sports and travel,48.5,3,7.275000095,152.7749939,1/8/2019,50:00.0,Cash,145.5,4.761904716,7.275000095,6.699999809,Afternoon,Tuesday,January
388-76-2555,B,Mandalay,Normal,Male,Sports and travel,13.68999958,6,4.106999874,86.24700165,2/13/2019,59:00.0,Cash,82.13999939,4.761904716,4.106999874,6.300000191,Afternoon,Wednesday,February
389-25-3394,C,Naypyitaw,Normal,Male,Electronic accessories,11.81000042,5,2.952500105,62.00249863,2/17/2019,06:00.0,Cash,59.04999924,4.761904716,2.952500105,9.399999619,Evening,Sunday,February
389-70-2397,C,Naypyitaw,Normal,Female,Health and beauty,83.66000366,5,20.91500092,439.2149963,2/21/2019,26:00.0,Cash,418.2999878,4.761904716,20.91500092,7.199999809,Morning,Thursday,February
390-17-5806,C,Naypyitaw,Member,Female,Food and beverages,38.41999817,1,1.921000004,40.3409996,2/2/2019,33:00.0,Cash,38.41999817,4.761904716,1.921000004,8.600000381,Evening,Saturday,February
390-31-6381,C,Naypyitaw,Normal,Male,Food and beverages,27.21999931,3,4.083000183,85.74299622,1/7/2019,37:00.0,Cash,81.66000366,4.761904716,4.083000183,7.300000191,Afternoon,Monday,January
390-80-5128,B,Mandalay,Member,Female,Health and beauty,19.14999962,1,0.957499981,20.10750008,1/28/2019,58:00.0,Credit card,19.14999962,4.761904716,0.957499981,9.5,Evening,Monday,January
393-65-2792,C,Naypyitaw,Normal,Male,Food and beverages,89.48000336,10,44.74000168,939.539978,1/6/2019,46:00.0,Credit card,894.7999878,4.761904716,44.74000168,9.600000381,Afternoon,Sunday,January
394-30-3170,B,Mandalay,Member,Female,Sports and travel,88.43000031,8,35.37200165,742.8120117,3/22/2019,35:00.0,Credit card,707.4400024,4.761904716,35.37200165,4.300000191,Evening,Friday,March
394-41-0748,C,Naypyitaw,Member,Female,Fashion accessories,54.06999969,9,24.3314991,510.9614868,1/27/2019,55:00.0,Ewallet,486.6300049,4.761904716,24.3314991,9.5,Afternoon,Sunday,January
394-43-4238,B,Mandalay,Member,Male,Home and lifestyle,17.77000046,5,4.442500114,93.29250336,2/15/2019,42:00.0,Credit card,88.84999847,4.761904716,4.442500114,5.400000095,Afternoon,Friday,February
394-55-6384,C,Naypyitaw,Member,Female,Sports and travel,70.19000244,9,31.58550072,663.2954712,1/25/2019,38:00.0,Cash,631.710022,4.761904716,31.58550072,6.699999809,Afternoon,Friday,January
396-90-2219,B,Mandalay,Normal,Female,Electronic accessories,14.96000004,8,5.984000206,125.6640015,2/23/2019,29:00.0,Cash,119.6800003,4.761904716,5.984000206,8.600000381,Afternoon,Saturday,February
397-25-8725,A,Yangon,Member,Female,Health and beauty,39.61999893,9,17.82900047,374.4089966,1/13/2019,54:00.0,Credit card,356.5799866,4.761904716,17.82900047,6.800000191,Evening,Sunday,January
399-46-5918,C,Naypyitaw,Normal,Female,Electronic accessories,85.98000336,8,34.39199829,722.2319946,2/28/2019,01:00.0,Cash,687.8400269,4.761904716,34.39199829,8.199999809,Evening,Thursday,February
399-69-4630,C,Naypyitaw,Normal,Male,Electronic accessories,22.20999908,6,6.663000107,139.9230042,3/7/2019,23:00.0,Credit card,133.2599945,4.761904716,6.663000107,8.600000381,Morning,Thursday,March
400-45-1220,B,Mandalay,Normal,Female,Health and beauty,13.5,10,6.75,141.75,2/27/2019,06:00.0,Credit card,135,4.761904716,6.75,4.800000191,Morning,Wednesday,February
400-60-7251,A,Yangon,Normal,Male,Home and lifestyle,74.06999969,1,3.703500032,77.77349854,2/10/2019,50:00.0,Ewallet,74.06999969,4.761904716,3.703500032,9.899999619,Afternoon,Sunday,February
400-80-4065,C,Naypyitaw,Member,Male,Health and beauty,68.55000305,4,13.71000004,287.9100037,2/15/2019,21:00.0,Credit card,274.2000122,4.761904716,13.71000004,9.199999809,Evening,Friday,February
400-89-4171,C,Naypyitaw,Normal,Female,Sports and travel,80.97000122,8,32.38800049,680.1480103,1/28/2019,05:00.0,Cash,647.7600098,4.761904716,32.38800049,9.300000191,Afternoon,Monday,January
401-09-4232,C,Naypyitaw,Member,Male,Home and lifestyle,86.69000244,5,21.67250061,455.1224976,2/11/2019,38:00.0,Ewallet,433.4500122,4.761904716,21.67250061,9.399999619,Evening,Monday,February
401-18-8016,B,Mandalay,Member,Female,Sports and travel,98.12999725,1,4.906499863,103.036499,1/21/2019,36:00.0,Cash,98.12999725,4.761904716,4.906499863,8.899999619,Evening,Monday,January
404-91-5964,A,Yangon,Normal,Male,Electronic accessories,74.58000183,7,26.10300064,548.1630249,2/4/2019,09:00.0,Credit card,522.0599976,4.761904716,26.10300064,9,Evening,Monday,February
405-31-3305,A,Yangon,Member,Male,Fashion accessories,43.13000107,10,21.56500053,452.8649902,2/2/2019,31:00.0,Credit card,431.2999878,4.761904716,21.56500053,5.5,Evening,Saturday,February
406-46-7107,A,Yangon,Normal,Female,Home and lifestyle,96.51999664,6,28.95599937,608.0759888,1/11/2019,52:00.0,Cash,579.1199951,4.761904716,28.95599937,4.5,Morning,Friday,January
407-63-8975,A,Yangon,Normal,Male,Food and beverages,73.87999725,6,22.16399956,465.4440002,3/23/2019,16:00.0,Ewallet,443.2799988,4.761904716,22.16399956,4.400000095,Evening,Saturday,March
408-26-9866,C,Naypyitaw,Normal,Female,Sports and travel,73.98000336,7,25.89299965,543.7529907,3/2/2019,42:00.0,Ewallet,517.8599854,4.761904716,25.89299965,4.099999905,Evening,Saturday,March
408-66-6712,C,Naypyitaw,Member,Female,Health and beauty,47.70999908,6,14.31299973,300.572998,2/16/2019,19:00.0,Ewallet,286.2600098,4.761904716,14.31299973,4.400000095,Afternoon,Saturday,February
409-33-9708,A,Yangon,Normal,Female,Fashion accessories,98.48000336,2,9.847999573,206.8079987,2/19/2019,12:00.0,Ewallet,196.9600067,4.761904716,9.847999573,9.199999809,Morning,Tuesday,February
